,user_id,rec
1793,2341,"[1106523, 825365, 1011457, 12301100, 1075979]"
1794,2342,"[979707, 1068719, 845622, 916122, 1043751]"
1795,2343,"[1104343, 1059922, 1100972, 1011459, 924352]"
1796,2344,"[12810391, 6391497, 1106523, 6424472, 12262978]"
1797,2345,"[1106523, 1082185, 1042544, 923169, 1033142]"
1798,2346,"[916993, 1009770, 1130375, 1029743, 978343]"
1799,2347,"[1082185, 840890, 821741, 835278, 8090513]"
1800,2348,"[1082185, 1029743, 6391381, 937292, 1106523]"
1801,2349,"[1082185, 1041796, 854852, 1122358, 1106523]"
1802,2351,"[1029743, 1082185, 843464, 825703, 1110695]"
1803,2352,"[1051516, 1029743, 1082185, 1026118, 1051211]"
1804,2353,"[1056509, 918684, 1047769, 1082185, 1117514]"
1805,2354,"[1082185, 1004475, 964221, 5592094, 950894]"
1806,2355,"[1029743, 937292, 1082185, 893018, 1131506]"
1807,2357,"[9575582, 1106523, 1029743, 1082185, 5592931]"
1808,2358,"[844179, 5591520, 1135258, 847790, 12262830]"
1809,2359,"[844462, 972143, 1103105, 1106523, 1130458]"
1810,2360,"[844179, 1082185, 12263492, 923169, 999858]"
1811,2361,"[898121, 1100972, 856060, 865511, 868683]"
1812,2363,"[1053530, 1096794, 1033142, 1082185, 1070820]"
1813,2364,"[1082185, 1029743, 1132771, 852856, 1022254]"
1814,2366,"[1033142, 1037965, 886996, 961620, 1044078]"
1815,2367,"[1102845, 1050851, 1106523, 1082185, 1126899]"
1816,2369,"[12132315, 878285, 889223, 7410071, 1121059]"
1817,2370,"[825365, 1043751, 915064, 1082185, 1075175]"
1818,2371,"[6602440, 1072523, 1026118, 1082185, 1029743]"
1819,2372,"[1082185, 892314, 5569471, 1029743, 7025203]"
1820,2374,"[1082185, 6464147, 901062, 1019643, 872137]"
1821,2375,"[835300, 1100972, 896613, 986021, 1106523]"
1822,2376,"[1082185, 9655528, 936355, 12301839, 845208]"
1823,2377,"[1082185, 986912, 866211, 899624, 863447]"
1824,2378,"[1082185, 1029743, 9677949, 1104649, 9527323]"
1825,2379,"[860248, 9676866, 1101706, 854405, 1029743]"
1826,2380,"[1082185, 947427, 960791, 1068719, 1077373]"
1827,2381,"[895930, 842140, 1131344, 5570408, 1082185]"
1828,2386,"[835973, 1082185, 1070820, 1029743, 1106523]"
1829,2387,"[839243, 941883, 965842, 12731701, 848029]"
1830,2388,"[1079987, 1021116, 847573, 1121360, 835619]"
1831,2389,"[850925, 930666, 12301100, 1029743, 1055504]"
1832,2392,"[1128240, 1029743, 896613, 5568378, 918046]"
1833,2393,"[851819, 1082185, 1085435, 995965, 12349795]"
1834,2394,"[910473, 988791, 906838, 5569327, 5568729]"
1835,2395,"[825731, 841220, 12946257, 985893, 865156]"
1836,2396,"[1079987, 6513604, 854261, 12301338, 1082185]"
1837,2398,"[940766, 1027168, 6463775, 1082185, 870315]"
1838,2400,"[1082185, 1068719, 1029743, 916122, 851188]"
1839,2401,"[1081177, 825343, 1026118, 1082185, 848029]"
1840,2402,"[979707, 1106523, 1037337, 916122, 1004906]"
1841,2404,"[1082185, 1070820, 1116050, 1126899, 1060408]"
1842,2405,"[891752, 1053730, 829323, 936914, 964521]"
1843,2406,"[1082185, 860248, 6514160, 1022254, 5568378]"
1844,2407,"[1098844, 1051989, 883940, 1029743, 844179]"
1845,2408,"[1082185, 1108994, 985866, 824305, 9268695]"
1846,2410,"[947798, 985893, 1097418, 1106523, 8291322]"
1847,2412,"[1082185, 1106523, 1068719, 8065410, 909714]"
1848,2415,"[1106523, 893018, 1041796, 12695224, 1082185]"
1849,2416,"[910473, 849697, 1098844, 899624, 6633210]"
1850,2418,"[919534, 987044, 1029743, 911974, 1100379]"
1851,2419,"[1126899, 1127831, 1082185, 1029743, 979707]"
1852,2420,"[824193, 1106523, 13210025, 1121059, 1108168]"
1853,2421,"[1082185, 1022254, 1130858, 5568378, 1029743]"
1854,2423,"[865992, 1013807, 6443332, 911974, 844179]"
1855,2424,"[843464, 1080989, 1098844, 1038692, 844179]"
1856,2425,"[1106523, 1082185, 1029743, 1126899, 1022254]"
1857,2426,"[9837076, 1033403, 1060408, 899624, 1058404]"
1858,2427,"[1082185, 1098844, 1093571, 827919, 1105917]"
1859,2430,"[1021324, 1079987, 841220, 1134810, 1082185]"
1860,2431,"[1033142, 1082185, 1022254, 1029743, 1005274]"
1861,2432,"[1134483, 10456152, 859154, 5566472, 827999]"
1862,2435,"[1059922, 10198378, 834117, 1081177, 1076056]"
1863,2437,"[1082185, 1021324, 831063, 953561, 918598]"
1864,2438,"[1090676, 819845, 8090556, 851569, 1106523]"
1865,2440,"[1104649, 874972, 825365, 1018007, 870547]"
1866,2441,"[1004475, 1082185, 1029743, 898121, 979707]"
1867,2442,"[860248, 1082185, 827919, 5592931, 1126899]"
1868,2445,"[967144, 913278, 1102879, 1031087, 883003]"
1869,2446,"[1044259, 990797, 938118, 1087102, 837270]"
1870,2447,"[1082185, 969725, 10282425, 1109778, 1113111]"
1871,2448,"[1082185, 840890, 1029743, 882489, 845208]"
1872,2449,"[1082185, 1029743, 979707, 845622, 933835]"
1873,2450,"[1102949, 1082185, 1022254, 1060408, 1121384]"
1874,2451,"[1117514, 854716, 1082185, 844179, 1101175]"
1875,2452,"[1082185, 1133254, 1106523, 949023, 845208]"
1876,2453,"[1082185, 1092835, 10457590, 990688, 6391381]"
1877,2454,"[972665, 1029743, 12695224, 1082185, 853998]"
1878,2455,"[844179, 1082185, 1101175, 1091520, 1131321]"
1879,2456,"[951412, 1121393, 922127, 946839, 1110244]"
1880,2457,"[825994, 1106523, 1134210, 1082185, 1112238]"
1881,2458,"[1126899, 998119, 965842, 1029743, 5569471]"
1882,2459,"[1082185, 1029743, 1051323, 6391134, 965842]"
1883,2460,"[5569230, 907631, 1063707, 5568378, 861279]"
1884,2461,"[866871, 9547021, 909714, 1029743, 1082185]"
1885,2462,"[834932, 819845, 829645, 851146, 979707]"
1886,2464,"[1029743, 7155863, 1075786, 12384775, 1106523]"
1887,2465,"[986912, 993379, 10344585, 1082185, 1029743]"
1888,2466,"[908504, 998352, 951190, 1029743, 1106523]"
1889,2467,"[1082185, 909714, 1104343, 1085031, 5569376]"
1890,2468,"[1082185, 956672, 849018, 1031316, 1106523]"
1891,2469,"[1037863, 1029743, 1082185, 1126899, 1051211]"
1892,2470,"[1126899, 1029743, 1070820, 1076056, 880150]"
1893,2471,"[883940, 5585701, 1126899, 5587656, 9835509]"
1894,2472,"[1063577, 1082185, 1106523, 8090521, 1029743]"
1895,2474,"[1090676, 940766, 1029743, 1076056, 1082185]"
1896,2475,"[1082185, 839208, 1070845, 9487885, 919681]"
1897,2478,"[1082185, 823775, 908318, 1123106, 6464147]"
1898,2479,"[1082185, 899624, 1068719, 1106523, 1010185]"
1899,2481,"[1082185, 1108994, 1029743, 1056509, 935646]"
1900,2482,"[1053530, 915459, 929341, 1076226, 839243]"
1901,2483,"[1082185, 1053282, 1130375, 5981267, 1060408]"
1902,2484,"[1029743, 7441102, 995916, 899624, 1037863]"
1903,2485,"[944249, 1083446, 12695224, 1029685, 1082185]"
1904,2486,"[866540, 945998, 871680, 940947, 1082185]"
1905,2488,"[1082185, 844179, 860248, 1094924, 911017]"
1906,2489,"[1068719, 1082185, 1029743, 1106523, 1004906]"
1907,2490,"[971983, 1127758, 1106523, 1082185, 1029743]"
1908,2492,"[986912, 1128812, 1130729, 933835, 5569230]"
1909,2494,"[823576, 1082185, 1100972, 1079987, 1050534]"
1910,2496,"[1082185, 899624, 1106523, 916122, 979707]"
1911,2497,"[1068719, 916993, 859154, 1051323, 916122]"
1912,2498,"[1030981, 1106523, 839243, 871337, 865511]"
1913,2499,"[865992, 882308, 1059902, 820321, 904129]"
1914,2500,"[1139493, 1065538, 1082185, 5566235, 1019643]"
